['0->1', '2->3', '3->0', '4->3']	17
['21->22']	17
['0->1', '1->2', '5->0']	17
['0->1', '1->2', '2->3', '3->4', '5->0']	17
['0->1', '1->4', '2->3', '3->0', '4->5']	17
['0->1', '2->0', '3->0', '4->0']	17
['0->1', '2->1', '3->0', '4->0']	16
['0->1', '4->0', '5->4']	16
['0->1', '2->0', '3->1', '4->0']	16
['0->1', '1->3', '2->1', '4->2']	16
['0->1', '2->0', '3->0', '4->3']	16
['0->1', '2->1', '3->0', '4->2']	16
['4->5', '5->8']	15
['0->1', '1->3', '2->1', '4->0']	15
['2->3', '7->2']	15
['4->5', '5->7']	15
['0->1', '2->1', '3->1', '4->1', '5->1', '6->1']	15
['0->1', '2->3', '3->1', '4->1', '5->1']	15
['0->1', '2->0', '5->2']	15
['0->1', '1->2', '3->0', '4->2']	15
['3->4', '6->3']	14
['0->1', '1->2', '3->0', '4->1']	14
['0->1', '1->4', '2->0', '3->1']	14
['0->1', '2->1', '3->2', '4->0']	14
['0->1', '2->1', '5->2']	14
['0->1', '1->5', '2->0']	13
['0->1', '2->1', '3->2', '4->2']	13
['0->1', '1->3', '2->3', '4->3', '5->3']	13
['0->1', '1->2', '2->3', '4->5', '5->0']	13
['0->1', '2->3', '3->4', '4->0', '5->2']	13
['0->1', '2->3', '3->4', '4->5', '5->0']	13
['0->1', '4->1', '5->4']	13
['0->1', '1->2', '5->2']	12
['2->3', '4->5', '5->3']	12
['0->1', '2->1', '3->0', '4->3']	12
['0->1', '2->0', '3->0', '4->2']	12
['25->26']	12
['0->1', '1->4', '2->1', '3->1']	12
['0->1', '2->1', '3->4', '4->1', '5->1']	12
['0->1', '2->3', '3->0', '4->5', '5->2']	11
['0->1', '2->3', '3->5', '4->2', '5->0']	11
['0->1', '2->1', '5->0']	11
['0->1', '1->2', '3->4', '4->1']	11
['0->1', '1->4', '2->1', '3->4']	11
['0->1', '1->4', '2->3', '3->5', '4->2']	11
['0->1', '7->1']	11
['0->1', '2->3', '3->0', '4->2', '5->4']	11
['5->6', '8->5']	11
['0->1', '1->3', '2->0', '4->3']	11
['0->1', '2->0', '3->1', '4->3']	11
['2->3', '9->2']	11
['0->1', '1->3', '2->1', '4->3']	11
['0->1', '1->4', '5->4']	10
['6->7', '8->6']	10
['0->1', '1->3', '2->0', '4->0']	10
['0->1', '4->5', '5->1']	10
['0->1', '2->0', '3->4', '4->1']	10
['0->1', '1->2', '2->3', '3->5', '4->0']	10
['0->1', '2->0', '5->1']	10
['0->1', '2->0', '3->2', '4->0']	10
['4->5', '5->6', '6->7']	10
['0->1', '2->0', '3->4', '4->2', '5->3']	10
['0->1', '1->8']	10
['0->1', '1->4', '2->3', '3->0', '5->2']	10
['0->1', '9->0']	10
['0->1', '1->2', '2->3', '3->6']	10
['7->8', '9->7']	10
['4->5', '8->4']	10
['0->1', '1->2', '3->2', '4->1']	10
['0->1', '1->2', '2->5']	10
['6->7', '8->7']	10
['0->1', '1->4', '2->3', '4->5', '5->3']	9
['0->1', '2->3', '3->4', '4->1', '5->1']	9
['0->1', '1->2', '2->3', '4->0', '5->4']	9
['0->1', '2->0', '3->4', '4->5', '5->2']	9
['28->29']	9
['24->25']	9
['7->8', '8->9']	9
['26->27']	9
['0->1', '8->1']	9
['2->3', '4->3', '5->4']	9
['0->1', '1->4', '2->3', '3->4', '5->0']	9
['0->1', '2->3', '3->1', '4->2', '5->1']	9
['0->1', '1->5', '2->3', '3->4', '4->0']	9
['23->24']	9
['0->1', '1->4', '2->1', '3->2']	9
['0->1', '1->4', '4->5', '6->0']	9
['2->3', '7->3']	9
['29->30']	9
['0->1', '6->7', '7->0']	8
['30->31']	8
['34->35']	8
['0->1', '1->2', '3->1', '4->0']	8
['3->4', '4->6']	8
['2->3', '4->2', '5->2']	8
['0->1', '1->9']	8
['0->1', '1->4', '5->1']	8
['0->1', '2->0', '5->0']	8
['0->1', '1->11']	8
['0->1', '2->3', '3->4', '4->1', '5->2']	8
['2->3', '3->5', '5->6']	8
['0->1', '1->2', '2->4', '3->1']	8
['5->6', '6->9']	8
['0->1', '4->1', '5->0']	8
['0->1', '1->4', '4->5', '5->6']	8
['2->3', '3->4', '5->4']	8
['0->1', '1->3', '2->0', '3->4', '4->5']	8
['0->1', '1->5', '2->3', '3->4', '4->1']	8
['0->1', '1->2', '3->1', '4->3']	8
['5->6', '6->8']	8
['8->9', '9->10']	7
['0->1', '1->2', '5->1']	7
['0->1', '1->5', '2->3', '3->0', '4->2']	7
['0->1', '2->1', '3->1', '4->1', '5->0']	7
['0->1', '1->4', '2->1', '3->0']	7
['2->3', '11->2']	7
['0->1', '1->2', '3->0', '4->0']	7
['2->3', '3->5', '4->5']	7
['0->1', '1->2', '2->4', '3->2']	7
['3->4', '8->3']	7
['2->3', '4->2', '5->3']	7
['2->3', '4->3', '5->2']	7
['2->3', '3->6', '6->7']	7
['0->1', '1->4', '2->3', '4->5', '5->2']	7
['2->3', '3->10']	7
['0->1', '1->2', '2->6', '3->0', '4->5', '6->4']	7
['3->4', '4->7']	7
['0->1', '1->3', '2->0', '4->1']	7
['0->1', '10->0']	7
['0->1', '1->2', '2->3', '3->5', '4->5']	7
['0->1', '8->0']	7
['0->1', '1->4', '2->0', '3->0']	7
['4->5', '5->9']	7
['0->1', '2->1', '3->1', '4->1', '5->1', '6->1', '7->1']	7
['3->4', '6->4']	7
['0->1', '1->4', '2->0', '3->2', '4->5']	7
['0->1', '1->5', '2->0', '5->6']	6
['3->4', '4->5', '5->6']	6
['3->4', '7->3']	6
['0->1', '2->1', '3->1', '4->2', '5->1']	6
['2->3', '4->5', '5->2', '6->4']	6
['0->1', '1->5', '2->3', '3->4', '5->2']	6
['0->1', '1->4', '2->3', '4->2', '5->0']	6
['0->1', '2->1', '3->2', '4->1', '5->1']	6
['0->1', '1->5', '5->6']	6
['0->1', '2->3', '3->1', '4->2', '5->4']	6
['6->7', '7->9']	6
['36->37']	6
['2->3', '3->4', '4->5', '5->6']	6
['0->1', '2->3', '3->1', '4->1', '5->3']	6
['32->33']	6
['2->3', '3->12']	6
['4->5', '8->5']	6
['0->1', '2->3', '3->1', '4->3', '5->1']	6
['4->5', '6->7', '7->4']	6
['3->4', '4->8']	6
['39->40']	6
['0->1', '1->5', '2->1']	6
['35->36']	6
['6->7', '7->10']	6
['7->8', '11->7']	6
['8->9', '10->8']	6
['0->1', '1->3', '2->3', '4->3', '5->4']	6
['0->1', '2->3', '3->0', '6->2']	6
['0->1', '2->0', '3->4', '4->0']	6
['4->5', '9->4']	6
['0->1', '4->0', '5->1']	6
['2->3', '8->3']	6
['0->1', '1->2', '2->4', '3->0', '4->5']	6
['6->7', '9->6']	5
['0->1', '1->4', '2->3', '3->4', '5->4']	5
['0->1', '1->2', '2->5', '3->4', '5->3']	5
['0->1', '2->3', '3->1', '4->1', '5->0']	5
['0->1', '2->3', '3->1', '6->1']	5
['0->1', '1->5', '2->3', '3->1', '4->0']	5
['0->1', '1->5', '4->1']	5
['2->3', '10->2']	5
['4->5', '9->5']	5
['0->1', '1->6', '6->7']	5
['0->1', '1->6', '2->3', '3->0']	5
['0->1', '2->1', '3->4', '4->2', '5->3']	5
['0->1', '1->6', '2->3', '6->2']	5
['0->1', '1->7', '6->7']	5
['9->10', '10->11']	5
['0->1', '2->0', '3->0', '4->1', '5->1']	5
['0->1', '1->3', '2->3', '4->5', '5->3']	5
['0->1', '1->5', '2->0', '3->4', '5->6', '6->3']	5
['0->1', '1->2', '3->4', '4->0', '5->3']	5
['0->1', '4->0', '7->4']	5
['2->3', '9->3']	5
['4->5', '11->4']	5
['0->1', '1->2', '2->4', '3->0', '5->3']	5
['10->11', '12->11']	5
['0->1', '1->7', '6->0']	5
['0->1', '4->1', '6->1']	5
['0->1', '2->1', '3->1', '4->1', '5->3']	5
['4->5', '7->5']	5
['0->1', '2->1', '3->0', '4->1', '5->1']	5
['0->1', '5->1', '6->1']	5
['0->1', '1->4', '6->4']	5
['0->1', '2->1', '3->1', '4->3', '5->1']	5
['0->1', '1->4', '2->0', '3->2', '5->3']	5
['0->1', '1->5', '2->3', '4->0', '5->2']	5
['0->1', '1->4', '2->3', '4->3', '5->1']	5
['0->1', '1->5', '2->3', '3->0', '4->5']	5
['0->1', '1->6', '2->0']	5
['0->1', '9->1']	5
['0->1', '2->3', '3->4', '4->5', '5->0', '6->2']	5
['2->3', '6->2', '7->6']	5
['0->1', '1->4', '2->3', '3->5', '4->5']	5
['0->1', '1->2', '2->3', '4->3', '5->3']	5
['10->11', '12->10']	5
['0->1', '2->0', '3->4', '4->0', '5->0']	4
['0->1', '1->4', '2->3', '3->5', '4->2', '5->6']	4
['0->1', '1->4', '2->3', '4->3', '5->2']	4
['5->6', '10->5']	4
['2->3', '4->2', '5->6', '6->4']	4
['0->1', '1->6', '2->0', '3->4', '5->3', '6->5']	4
['2->3', '3->8', '8->9']	4
['40->41']	4
['0->1', '1->5', '2->0', '3->2', '4->3']	4
['0->1', '1->4', '4->7']	4
['6->7', '7->8', '8->9']	4
['0->1', '1->2', '2->3', '3->5', '4->0', '5->6']	4
['2->3', '3->7', '7->8']	4
['0->1', '4->0', '5->0']	4
['6->7', '10->6']	4
['0->1', '1->3', '2->3', '4->2', '5->3']	4
['2->3', '3->5', '4->5', '6->5']	4
['0->1', '4->5', '5->6', '6->0']	4
['2->3', '6->3', '7->3']	4
['12->13', '14->12']	4
['0->1', '2->3', '3->5', '4->1', '5->4']	4
['0->1', '2->3', '3->1', '4->5', '5->0']	4
['0->1', '2->3', '3->4', '4->0', '5->4']	4
['3->4', '5->3', '6->5']	4
['0->1', '2->3', '3->0', '4->0', '5->4']	4
['0->1', '11->1']	4
['3->4', '4->5', '6->3']	4
['0->1', '2->1', '3->1', '4->0', '5->4']	4
['68->69']	4
['4->5', '10->5']	4
['0->1', '10->1']	4
['0->1', '1->2', '3->0', '6->3']	4
['0->1', '1->3', '2->3', '4->3', '5->0']	4
['2->3', '4->5', '5->6', '6->2']	4
['4->5', '6->4', '7->6']	4
['0->1', '1->2', '2->4', '3->4', '5->4']	4
['4->5', '6->7', '7->5']	4
['2->3', '3->7', '4->2']	4
['7->8', '8->11']	4
['0->1', '1->10']	4
['0->1', '1->6', '2->3', '3->5', '4->2', '5->0']	4
['5->6', '6->7', '7->8']	4
['0->1', '2->1', '3->1', '4->1', '5->4']	4
['0->1', '1->2', '3->0', '4->5', '5->3']	4
['0->1', '1->5', '2->0', '3->4', '5->3']	4
['0->1', '1->4', '5->6', '6->0']	4
['2->3', '3->9']	4
['3->4', '11->3']	4
['0->1', '2->3', '3->1', '4->5', '5->2']	4
['4->5', '10->4']	4
['5->6', '6->11']	4
['0->1', '1->4', '2->3', '3->4', '5->2']	4
['0->1', '1->2', '6->1']	4
['0->1', '1->6', '2->3', '3->4', '4->5', '5->0']	4
['2->3', '3->6', '5->6']	4
['2->3', '4->3', '5->2', '6->3']	4
['2->3', '10->3']	4
['37->38']	4
['8->9', '11->8']	4
['27->28']	4
['33->34']	4
['0->1', '1->3', '2->3', '4->3', '5->3', '6->3']	4
['0->1', '1->3', '2->0', '3->4', '5->2']	4
['31->32']	4
['9->10', '10->13']	4
['0->1', '2->1', '3->4', '4->1', '5->2']	4
['0->1', '1->2', '2->3', '3->4', '5->4']	4
['2->3', '3->4', '4->5', '5->7']	4
['2->3', '3->4', '5->3']	4
['2->3', '5->6', '6->2']	4
['2->3', '3->4', '6->2']	4
['2->3', '3->5', '4->2', '5->6', '6->7']	4
['13->14', '14->15']	4
['9->10', '12->9']	4
['7->8', '9->8']	4
['0->1', '1->6', '4->5', '5->0']	4
['0->1', '1->5', '2->3', '4->2', '5->4']	4
['2->3', '3->11']	4
['0->1', '1->5', '2->0', '3->4', '4->2']	4
['0->1', '2->1', '5->1', '6->1']	4
['0->1', '1->2', '3->2', '4->0', '5->2']	4
['0->1', '2->1', '3->0', '4->1', '5->3']	4
['6->7', '14->6']	4
['0->1', '1->4', '2->3', '4->5', '5->6', '6->2']	4
['0->1', '4->0', '6->1']	4
['42->43']	3
['0->1', '2->0', '3->2', '4->1', '5->3']	3
['0->1', '2->1', '3->1', '6->1', '7->1']	3
['4->5', '5->6', '7->4']	3
['0->1', '1->2', '5->0', '6->5']	3
['0->1', '2->3', '3->4', '4->0', '5->3']	3
['0->1', '1->3', '2->3', '4->1', '5->3']	3
['0->1', '2->0', '3->2', '4->5', '5->3']	3
['0->1', '1->3', '2->3', '3->5', '4->5', '6->3']	3
['2->3', '3->6', '7->2']	3
['2->3', '3->5', '6->2']	3
['2->3', '7->3', '8->2']	3
['2->3', '4->3', '5->3', '6->4']	3
['6->7', '7->10', '8->7']	3
['4->5', '13->4']	3
['0->1', '1->5', '2->3', '3->4', '4->6', '5->2']	3
['2->3', '3->7', '6->7']	3
['0->1', '2->3', '3->1', '4->2', '5->3']	3
['0->1', '1->4', '2->0', '3->2', '4->5', '6->3']	3
['0->1', '2->3', '3->1', '4->0', '5->1']	3
['0->1', '5->6', '6->0']	3
['5->6', '9->5']	3
['2->3', '4->2', '6->3']	3
['0->1', '1->2', '2->5', '3->4', '4->0']	3
['0->1', '1->3', '2->3', '3->4', '5->0']	3
['0->1', '1->2', '2->3', '3->4', '4->5', '6->0']	3
['0->1', '1->3', '2->0', '4->2', '5->4']	3
['0->1', '2->3', '3->0', '4->1', '5->1']	3
['0->1', '1->2', '2->3', '3->4', '5->1']	3
['0->1', '2->1', '7->1']	3
['0->1', '2->3', '3->5', '4->0', '5->1']	3
['2->3', '3->5', '4->3']	3
['0->1', '2->1', '3->2', '4->5', '5->1']	3
['0->1', '2->3', '3->0', '6->0']	3
['5->6', '6->10']	3
['5->6', '10->6']	3
['0->1', '1->4', '2->3', '3->6', '4->5', '6->0']	3
['0->1', '1->2', '6->0']	3
['4->5', '5->7', '8->7']	3
['0->1', '1->4', '2->3', '3->6', '4->5', '5->2']	3
['0->1', '1->2', '7->0']	3
['0->1', '1->7', '4->0']	3
['2->3', '4->2', '6->4']	3
['3->4', '4->9']	3
['0->1', '1->3', '2->3', '3->5', '4->5']	3
['8->9', '13->8']	3
['0->1', '1->14']	3
['0->1', '1->2', '2->7']	3
['5->6', '7->8', '8->5']	3
['0->1', '2->0', '3->0', '4->0', '5->0']	3
['6->7', '11->7']	3
['0->1', '1->4', '2->3', '3->1', '5->0']	3
['0->1', '2->1', '3->0', '4->5', '5->1']	3
['0->1', '2->1', '3->0', '4->2', '5->2']	3
['3->4', '5->4', '6->4']	3
['0->1', '1->4', '2->3', '4->3', '5->3']	3
['0->1', '1->2', '2->3', '3->5', '4->1']	3
['0->1', '1->4', '2->1', '3->4', '5->3']	3
['0->1', '1->2', '2->4', '3->2', '4->5']	3
['0->1', '1->3', '2->1', '3->4', '5->4']	3
['0->1', '1->2', '2->3', '6->2']	3
['0->1', '1->4', '2->3', '3->5', '5->0']	3
['0->1', '1->3', '2->3', '4->0', '5->3']	3
['0->1', '1->5', '6->5']	3
['0->1', '2->0', '3->0', '4->3', '5->2']	3
['13->14', '19->13']	3
['8->9', '9->11']	3
['0->1', '1->5', '2->1', '3->0', '4->5']	3
['0->1', '1->4', '2->3', '3->4', '5->1']	3
['7->8', '8->14']	3
['6->7', '9->7']	3
['0->1', '1->5', '2->0', '6->2']	3
['6->7', '11->6']	3
['0->1', '1->4', '2->0', '3->4', '5->3']	3
['0->1', '1->5', '6->0']	3
['2->3', '4->3', '7->2']	3
['3->4', '5->4', '6->5']	3
['0->1', '6->0', '8->6']	3
['0->1', '1->3', '2->3', '3->5', '4->1']	3
['2->3', '3->7', '8->2']	3
['0->1', '2->3', '3->4', '4->0', '5->1', '6->5']	3
['4->5', '5->8', '9->4']	3
['3->4', '5->6', '6->3']	3
['0->1', '5->0', '6->5']	3
['52->53']	3
['0->1', '1->5', '2->3', '4->3', '5->3']	3
['0->1', '1->2', '2->5', '3->4', '5->4']	3
['0->1', '1->4', '2->3', '3->0', '5->1']	3
['0->1', '1->2', '2->6', '3->0']	3
['0->1', '2->1', '3->0', '4->3', '5->3']	3
['0->1', '1->6', '7->1']	3
['2->3', '3->6', '8->6']	3
['0->1', '1->7', '7->8']	3
['0->1', '1->2', '3->4', '4->2', '5->0']	3
['0->1', '14->0']	3
['0->1', '2->0', '3->0', '4->1', '5->0']	3
['0->1', '2->3', '3->0', '4->1', '5->3']	3
['0->1', '1->6', '4->0']	3
['4->5', '5->7', '6->7']	3
['5->6', '7->6', '8->6']	3
['14->15', '15->20']	3
['0->1', '1->3', '2->0', '3->5', '4->3']	3
['0->1', '1->4', '4->6']	3
['0->1', '1->4', '2->3', '3->5', '5->4']	3
['4->5', '5->12']	3
['3->4', '4->5', '6->5']	3
['0->1', '1->2', '3->4', '4->2', '5->3']	3
['7->8', '8->13']	3
['10->11', '11->12']	3
['0->1', '1->5', '2->1', '3->4', '4->2']	3
['0->1', '2->3', '3->1', '4->5', '5->1']	3
['0->1', '1->3', '2->0', '4->5', '5->2']	3
['0->1', '2->3', '3->5', '4->1', '5->1']	3
['47->48']	3
['4->5', '7->4', '8->7']	3
['0->1', '11->0']	3
['0->1', '2->3', '3->5', '4->0', '5->0']	3
['0->1', '1->2', '3->1', '4->1', '5->1']	3
['0->1', '1->3', '2->0', '3->4', '4->5', '5->6']	3
['0->1', '2->0', '6->2']	3
['0->1', '6->0', '7->1']	3
['0->1', '1->2', '2->5', '5->6']	3
['0->1', '2->1', '3->0', '4->2', '5->1']	3
['0->1', '2->1', '3->4', '4->5', '5->2']	3
['2->3', '13->2']	3
['9->10', '13->10']	3
['12->13', '13->14']	3
['0->1', '1->2', '3->4', '4->5', '5->0']	3
['0->1', '2->3', '3->1', '6->0']	3
['0->1', '1->12']	3
['8->9', '9->12']	3
['2->3', '3->4', '4->5', '6->5']	3
['2->3', '5->3', '7->3']	3
['0->1', '1->4', '2->1', '3->1', '4->5']	3
['0->1', '9->10', '10->0']	3
['0->1', '1->2', '5->1', '6->1']	3
['2->3', '11->3']	3
['11->12', '13->11']	3
['0->1', '2->1', '3->4', '4->5', '5->1']	3
['0->1', '2->0', '3->2', '4->3', '5->4']	3
['2->3', '3->6', '4->5', '5->2']	3
['2->3', '3->7', '6->2']	3
['0->1', '1->3', '2->3', '4->1', '5->1']	3
['0->1', '2->3', '3->0', '4->2', '5->3']	3
['0->1', '1->2', '2->3', '4->1', '5->4']	3
['8->9', '15->8']	3
['4->5', '5->6', '9->4']	3
['2->3', '4->2', '6->2']	3
['0->1', '2->3', '3->1', '4->3', '5->3']	3
['2->3', '3->4', '7->2']	3
['0->1', '2->1', '3->2', '4->1', '5->0']	3
['0->1', '2->3', '3->0', '6->1']	3
['0->1', '1->2', '2->3', '3->6', '6->7']	3
['43->44']	3
['0->1', '1->2', '3->4', '4->0', '5->3', '6->5']	3
['0->1', '1->7', '2->0']	3
['0->1', '1->6', '2->3', '3->6']	3
['0->1', '2->3', '3->5', '4->0', '5->4']	3
['2->3', '4->2', '9->2']	3
['4->5', '12->4']	3
['0->1', '1->4', '2->0', '3->4', '5->4']	3
['2->3', '7->8', '8->2']	3
['0->1', '12->0']	3
['0->1', '2->3', '3->1', '4->1', '5->4']	3
['2->3', '13->3']	3
['0->1', '1->4', '2->3', '3->4', '5->3']	3
['9->10', '11->9']	3
['0->1', '1->4', '8->0']	3
['0->1', '1->2', '2->4', '3->4', '4->5']	3
['0->1', '1->7', '4->5', '5->0']	3
['0->1', '1->3', '2->3', '4->5', '5->0']	3
['2->3', '4->2', '7->4']	3
['0->1', '1->4', '2->3', '3->0', '5->0']	2
['0->1', '1->2', '2->3', '4->1', '5->2']	2
['38->39']	2
['3->4', '7->4']	2
['0->1', '1->6', '7->0']	2
['0->1', '1->5', '2->3', '3->6', '4->2', '5->4']	2
['4->5', '17->4']	2
['0->1', '1->4', '2->3', '4->2', '5->3']	2
['0->1', '2->1', '3->1', '4->3', '5->3']	2
['2->3', '4->3', '5->3', '6->3', '7->3']	2
['0->1', '2->3', '3->7', '4->5', '5->6', '6->0', '7->4']	2
['66->67']	2
['2->3', '4->5', '5->6', '6->3']	2
['2->3', '7->2', '8->7']	2
['0->1', '1->6', '4->1']	2
['0->1', '1->3', '2->1', '4->0', '5->0']	2
['9->10', '10->20']	2
['46->47']	2
['4->5', '5->7', '8->4']	2
['2->3', '3->4', '5->4', '6->5']	2
['2->3', '9->2', '10->9']	2
['0->1', '1->3', '2->3', '4->3', '5->3', '6->5']	2
['2->3', '3->6', '4->3', '5->2']	2
['0->1', '2->0', '3->1', '4->0', '5->1']	2
['0->1', '2->0', '3->0', '4->0', '5->4']	2
['0->1', '2->1', '5->6', '6->1']	2
['0->1', '2->1', '5->2', '6->1']	2
['0->1', '2->1', '3->1', '8->1', '9->1']	2
['0->1', '1->2', '2->5', '3->2', '4->5']	2
['7->8', '8->9', '9->10']	2
['2->3', '3->6', '4->5', '5->2', '6->7', '8->7']	2
['0->1', '1->6', '5->6']	2
['0->1', '2->3', '3->1', '4->0', '5->6', '6->3']	2
['44->45']	2
['0->1', '1->9', '2->0']	2
['0->1', '1->3', '2->0', '3->4', '5->0']	2
['0->1', '1->2', '2->3', '3->4', '4->5', '5->6', '6->7']	2
['2->3', '4->3', '5->2', '6->5']	2
['0->1', '2->3', '3->0', '4->3', '5->0']	2
['6->7', '7->8', '11->6']	2
['0->1', '2->3', '3->0', '4->2', '5->1']	2
['2->3', '3->4', '7->4']	2
['4->5', '6->4', '7->4']	2
['0->1', '1->4', '2->3', '4->2', '5->6', '6->0', '7->5']	2
['0->1', '1->7', '6->7', '8->7']	2
['0->1', '2->0', '9->2']	2
['0->1', '1->6', '4->5', '6->4']	2
['0->1', '2->1', '3->4', '4->1', '7->1']	2
['0->1', '1->4', '5->4', '6->4']	2
['0->1', '2->0', '3->1', '4->2', '5->0']	2
['0->1', '2->3', '3->5', '4->1', '5->0']	2
['0->1', '2->3', '3->1', '4->3', '5->2']	2
['0->1', '1->2', '2->3', '3->6', '4->0', '5->6']	2
['0->1', '2->3', '3->0', '4->2', '5->2']	2
['0->1', '1->2', '2->3', '3->7']	2
['0->1', '2->0', '3->4', '4->0', '5->3']	2
['0->1', '1->6', '4->0', '5->4']	2
['12->13', '13->15']	2
['2->3', '3->4', '6->4']	2
['9->10', '10->12']	2
['2->3', '6->7', '7->3']	2
['0->1', '2->3', '3->0', '4->3', '5->3']	2
['0->1', '2->3', '3->5', '4->0', '5->4', '6->2']	2
['2->3', '8->9', '9->10', '10->2']	2
['5->6', '6->8', '8->9']	2
['4->5', '6->5', '7->5']	2
['0->1', '1->2', '2->3', '4->5', '5->3', '6->5']	2
['0->1', '2->1', '3->4', '4->5', '5->1', '6->1']	2
['0->1', '1->2', '3->4', '4->5', '5->6', '6->0']	2
